Year,Name,Height,Weight,Age,Team,DefaultPosition,OriginalPosition,PositionNumber,Experience,Potential,KnownPotential,Greed,Happiness,Loyalty,Winner,InsideScoring,JumpShot,ThreePointShot,Scoring,OutsideScoring,Handling,Passing,Quickness,PostDefense,PerimeterDefense,DriveDefense,Stealing,ShotBlocking,OffenseRebound,DefenseRebound,Strength,Stamina,Jumping,RatingInsideScoring,RatingOutsideScoring,RatingHandling,RatingDefense,RatingRebounding,DisplayHeight,CurrentRating,FutureRating,Minutes,Winshares
2010,DeeAndre Hulett,92,400,31,Rockets,C,1,1,6,48,46,72,74,43,2,58,57,57,5,0,71,25,63,87,34,55,67,44,72,50,78,0,43,58,57,35,82,63,7'8'',64,64,2699,1.772383559
2012,DeAndre Ayton,85,275,32,Bulls,C,1,1,12,34,36,43,30,45,43,89,79,37,45,0,46,24,72,99,25,43,58,70,80,93,73,0,50,74,58,34,84,84,7'1'',69,68,472,1.771368211
2009,Bones McKinney,80,210,33,Clippers,SF,3,3,12,31,36,20,98,27,69,82,90,55,17,0,41,53,43,65,50,24,56,54,48,45,72,0,5,57,72,51,71,50,6'8'',55,54,714,1.77
2010,Chris Chiozza,72,165,33,Bulls,PG,5,5,13,34,24,71,30,60,70,79,85,51,26,0,63,78,70,64,59,20,69,33,36,36,31,0,91,73,68,79,67,37,6'0'',61,60,742,1.77
2010,Hassani Gravett,73,185,31,Mavericks,PG,5,5,11,44,36,67,86,57,83,75,99,39,24,0,77,77,51,30,68,40,88,20,47,42,16,0,5,42,69,79,66,40,6'1'',63,62,1006,1.77
2012,Deng Adel,79,190,34,Globetrotters,SF,3,3,13,33,41,62,71,20,24,95,100,53,70,0,61,67,44,52,60,81,37,35,51,56,45,0,21,63,76,65,70,52,6'7'',58,55,707,1.765767964
2008,Carsen Edwards,73,190,29,Pistons,PG,5,5,10,47,40,47,10,60,56,52,70,84,92,0,61,72,80,23,61,46,41,7,30,15,82,0,63,61,77,76,59,34,6'1'',59,58,1509,1.765038079
2011,Cassius Winston,72,185,32,Magic,PG,5,5,13,42,41,44,60,10,44,50,78,100,97,0,63,100,75,41,45,43,15,8,32,5,24,0,22,36,89,99,43,21,6'0'',60,60,1121,1.76325761
2010,Manny Leaks,80,230,23,Globetrotters,SF,3,3,1,62,88,86,52,26,23,65,66,13,5,0,50,36,41,37,42,45,43,41,60,82,46,0,54,58,40,38,51,67,6'8'',45,49,2015,1.75
2008,Lucas Nogueria,84,220,24,Hawks,C,1,1,3,50,50,50,83,58,12,38,67,26,60,0,34,40,49,52,52,28,18,79,80,70,46,0,30,37,46,40,59,69,7'0'',47,49,1812,1.74
2010,Jamal Sampson,85,240,23,Nuggets,C,1,1,4,47,52,3,33,28,70,59,66,5,49,0,48,28,54,60,12,33,10,59,68,80,61,0,73,64,36,34,55,72,7'1'',54,57,1494,1.738694557
2011,Brad Daugherty,84,245,30,Celtics,C,1,1,10,42,46,3,17,61,94,96,62,5,49,0,18,49,57,80,37,80,17,28,61,59,67,0,59,79,34,45,72,61,7'0'',59,59,2327,1.736385187
2012,Darius Miles,82,215,27,Lakers,SF,3,3,8,44,64,75,73,20,62,90,82,50,20,0,73,50,75,47,53,54,40,62,71,67,40,0,85,78,66,58,73,65,6'10'',66,67,444,1.725420516
2008,Chris Porter,79,220,26,Nuggets,SF,3,3,4,60,76,93,10,56,86,78,84,26,88,0,71,35,51,63,27,56,10,63,62,83,44,0,55,64,55,41,60,68,6'7'',51,52,1179,1.724582015
2010,Dirk Nowitzki,84,250,27,Warriors,PF,2,2,7,42,56,22,59,34,71,88,83,70,44,0,54,20,47,36,37,43,6,14,51,47,57,0,43,68,76,26,34,50,7'0'',49,49,1048,1.7
2011,Ajdin Penava,81,205,34,Celtics,C,1,1,14,37,46,22,47,69,78,69,59,43,16,0,49,27,56,80,54,69,35,51,80,90,43,0,45,57,51,33,74,78,6'9'',58,55,1581,1.693612684
2010,Dajuan Wagner,75,210,23,Spurs,PG,5,5,4,49,52,85,33,26,99,78,78,57,35,0,53,53,24,17,100,87,61,14,21,27,83,0,50,71,68,50,64,33,6'3'',60,63,1340,1.69
2008,Romeo Langford,78,210,26,Bulls,SG,4,4,8,48,40,40,56,38,57,46,95,71,14,0,48,64,96,25,52,16,37,16,47,9,84,0,86,66,83,72,44,38,6'6'',59,58,1188,1.689335521
2008,Randy Holcomb,81,215,24,Raptors,SF,3,3,2,46,57,75,53,13,65,53,90,27,24,0,15,13,97,79,45,38,89,77,80,76,24,0,36,42,58,25,80,71,6'9'',54,57,1172,1.675511838
2008,Seventh Woods,74,180,27,Hornets,PG,5,5,4,46,41,0,65,79,89,57,100,29,5,0,100,100,34,52,46,41,86,44,9,38,100,0,67,69,64,99,62,37,6'2'',66,66,623,1.674449165
2012,Chris Childs,75,195,21,Pistons,SG,4,4,1,48,44,10,19,22,34,49,88,50,96,0,56,20,60,28,53,44,40,17,31,38,47,0,66,54,69,29,49,38,6'3'',46,48,1817,1.662512807
2009,Reggie Bullock,79,200,26,Pacers,SG,4,4,4,46,70,94,43,75,10,70,90,76,19,0,44,32,77,41,92,33,66,5,9,57,55,0,19,52,83,41,76,41,6'7'',63,64,1121,1.65
2008,Dan Langhi,83,230,27,Knicks,SF,3,3,4,56,61,46,43,42,43,43,76,56,24,0,76,30,56,51,36,77,71,34,69,51,56,0,25,40,66,38,78,58,6'11'',53,54,1164,1.644163051
2009,Luka Doncic,81,235,28,Warriors,SG,4,4,9,43,28,6,90,3,85,73,81,67,15,0,52,77,34,68,45,42,31,5,53,57,60,0,74,71,74,71,41,55,6'9'',59,58,1146,1.64
2009,Tyler Davis,82,265,31,Rockets,C,1,1,11,37,58,91,28,61,40,58,72,36,10,0,66,21,28,45,24,21,5,70,62,63,62,0,64,61,54,23,44,61,6'10'',44,44,1886,1.64
2009,Jontay Porter,83,250,28,Wizards,PF,2,2,9,43,54,36,17,74,36,74,74,65,90,0,34,11,57,52,49,68,13,32,54,86,72,0,58,69,70,19,65,71,6'11'',59,59,2132,1.62
2010,Landyn Freshwater,71,180,29,Heat,PG,5,5,7,50,43,6,25,14,91,72,88,55,25,0,96,70,56,8,95,59,53,20,5,26,40,0,52,60,72,76,66,22,5'11'',65,65,679,1.62
2011,Speedy Claxton,71,165,29,Pacers,PG,5,5,7,44,50,3,90,69,19,39,70,16,11,0,82,77,74,58,66,58,5,5,50,46,76,0,5,36,43,84,56,53,5'11'',51,51,1275,1.613422351
2008,Stan Haynes,82,305,39,Magic,C,1,1,21,39,32,17,40,59,91,97,82,5,96,0,54,72,38,86,20,19,20,45,79,76,56,0,79,83,44,69,56,72,6'10'',60,50,455,1.61
2010,Otto Moore,83,210,22,Rockets,C,1,1,1,45,60,9,34,13,96,44,97,39,50,0,57,20,33,60,9,47,7,61,69,62,70,0,53,52,68,24,58,64,6'11'',47,49,1462,1.60951832
2009,Flamingo Bob,76,195,32,Hawks,SG,4,4,11,43,26,80,61,28,89,61,80,95,76,0,43,68,73,18,93,84,51,12,12,28,30,0,46,50,88,69,71,25,6'4'',62,61,1844,1.6
2008,Jimmy Graham,80,265,32,Lakers,PF,2,2,10,35,49,3,62,49,48,56,72,5,29,0,17,35,68,72,29,52,96,39,50,100,90,0,42,59,38,36,73,79,6'8'',60,60,1388,1.6
2010,Nick Richards,83,240,30,Trailblazers,C,1,1,11,46,38,70,44,13,24,81,68,5,16,0,67,29,54,67,59,68,35,37,72,68,73,0,65,75,36,35,73,69,6'11'',60,59,980,1.6
2008,Josh Okogie,76,210,29,Wizards,SG,4,4,9,44,32,7,94,97,9,46,83,59,69,0,43,49,71,34,84,6,71,5,56,36,77,0,80,62,71,53,66,51,6'4'',55,54,2376,1.58374747
2009,Jerome Moiso,82,245,26,Globetrotters,C,1,1,4,49,43,25,91,16,32,78,53,5,87,0,24,28,47,66,5,7,69,61,71,84,54,0,34,60,29,29,54,73,6'10'',49,49,2205,1.58
2008,Nikoloz Tskitishvili,85,245,21,Jazz,PF,2,2,2,63,62,4,52,78,58,71,79,45,40,0,78,61,41,84,41,55,17,22,40,90,40,0,37,55,62,62,54,63,7'1'',54,58,626,1.57
2009,Robert Covington,81,225,26,Nuggets,SF,3,3,4,46,58,41,83,58,36,50,74,54,95,0,50,34,63,62,82,33,60,50,49,72,49,0,52,50,64,40,84,60,6'9'',55,55,1276,1.56
2009,Ron Harper,78,185,30,Bullets,SF,3,3,8,47,38,36,84,13,29,100,85,5,80,0,75,6,88,58,33,55,10,5,32,41,41,0,72,80,45,24,50,40,6'6'',50,49,1369,1.56
2011,Eddy Curry,84,315,20,Warriors,C,1,1,1,63,58,4,61,84,17,75,67,13,97,0,31,40,26,52,21,48,36,41,55,88,92,0,48,70,40,35,54,74,7'0'',56,59,1408,1.558116656
2011,Paschal Chukwu,86,226,35,Heat,C,1,1,14,32,24,10,68,99,20,36,50,5,82,0,30,6,31,72,42,81,27,51,80,78,28,0,37,35,28,10,61,69,7'2'',46,43,1881,1.549789193
2012,Jerome Moiso,82,245,29,Globetrotters,C,1,1,7,46,54,25,91,16,32,84,52,5,87,0,23,28,47,67,5,5,78,56,75,97,51,0,34,62,28,29,51,80,6'10'',51,51,632,1.504975933
2010,Eddie Griffin,81,225,20,Lakers,PF,2,2,0,67,57,22,40,1,4,57,61,5,93,0,29,21,71,58,30,42,56,45,78,72,52,0,51,54,33,29,59,71,6'9'',51,54,1147,1.5
2010,Dikembe Mutombo,86,255,27,Cougars,C,1,1,2,57,43,13,12,73,20,48,47,5,77,0,74,36,66,100,14,60,8,78,90,60,82,0,5,42,26,45,87,74,7'2'',60,60,1861,1.49383058
2010,Elvin Hayes,81,250,23,Jazz,PF,2,2,1,47,78,24,57,99,47,61,55,5,53,0,44,31,35,70,20,40,13,48,84,91,73,0,66,65,30,32,57,83,6'9'',52,56,889,1.49
2010,Tom Boerwinkle,84,280,23,Hornets,C,1,1,1,56,45,23,91,12,30,70,40,5,54,0,47,24,58,48,17,49,15,33,79,74,80,0,42,64,22,31,52,76,7'0'',55,58,585,1.49
2010,Tryggvi Hlinason,85,255,31,Grizzlies,C,1,1,11,36,46,96,59,26,39,75,59,5,9,0,63,5,34,96,42,100,67,50,61,85,5,0,79,62,32,11,65,62,7'1'',61,61,807,1.49
2011,John Paxson,74,190,26,Heat,PG,5,5,4,46,50,68,18,90,14,46,64,95,44,0,81,60,66,22,57,53,63,5,37,50,59,0,49,50,80,67,61,48,6'2'',58,58,941,1.488385083
2008,LaBradford Smith,75,205,22,Hawks,PG,5,5,0,76,92,46,52,53,85,51,71,35,11,0,89,55,71,11,64,52,55,13,48,19,63,0,64,57,53,65,61,38,6'3'',55,61,2037,1.484224806
2008,Ian Miller,72,190,33,Suns,PG,5,5,11,43,52,97,5,10,32,87,75,5,18,0,62,74,68,11,73,28,78,13,23,36,59,0,41,68,40,75,65,36,6'0'',55,55,760,1.478883851
2011,Dana Barros,71,160,22,Kings,PG,5,5,0,59,93,24,37,10,83,69,87,56,53,0,80,50,68,20,66,46,40,7,5,27,45,0,54,60,72,58,56,24,5'11'',56,62,1691,1.471050831
2008,Eddie Steitz,88,271,24,Hawks,C,1,1,2,46,46,42,7,20,25,67,42,19,89,0,40,30,38,53,52,47,25,63,55,76,69,0,39,59,30,31,66,66,7'4'',52,55,1629,1.47
2008,Braxton Key,80,220,29,Trailblazers,SF,3,3,8,36,54,63,10,17,80,75,69,47,80,0,49,62,35,54,56,49,50,28,82,59,82,0,50,69,58,59,66,69,6'8'',55,55,803,1.464804159
2009,Eddie Steitz,88,271,25,Pacers,C,1,1,3,46,44,42,7,20,25,70,44,19,89,0,44,25,37,55,53,48,29,67,54,72,70,0,38,60,32,28,69,64,7'4'',53,56,1200,1.45
2011,Stacey King,83,270,23,Pistons,PF,2,2,0,65,63,1,28,46,22,78,61,20,5,0,33,30,39,57,28,46,29,39,84,72,77,0,51,70,40,30,56,75,6'11'',54,58,2332,1.439614567
2008,Nemanja Nedovic,76,190,23,SuperSonics,PG,5,5,4,51,42,52,88,77,83,69,82,34,93,0,92,79,43,5,79,36,43,11,19,6,64,0,46,61,58,81,46,21,6'4'',59,62,919,1.438377746
2008,Khyri Thomas,75,200,30,Rockets,SG,4,4,9,47,47,63,81,1,86,70,85,61,17,0,60,38,49,50,69,39,48,12,43,23,43,0,68,64,73,43,59,34,6'3'',54,54,2427,1.437455596
2011,Edgar Jones,77,200,31,Cavaliers,SG,4,4,9,45,41,20,45,93,21,42,93,91,18,0,66,19,55,10,46,45,63,12,9,35,44,0,62,48,92,27,44,28,6'5'',49,49,2021,1.430508689
2008,Ralph Sampson,88,220,24,Warriors,C,1,1,1,54,68,14,59,56,49,78,80,5,27,0,44,35,30,65,12,56,16,50,72,70,64,0,61,70,42,34,57,68,7'4'',54,58,777,1.43
2010,Romeo Langford,78,210,28,Bucks,SG,4,4,10,50,35,40,56,38,57,45,100,74,14,0,46,67,99,24,64,13,41,15,44,17,83,0,84,64,87,74,48,40,6'6'',61,60,1708,1.43
2011,Quade Green,72,180,31,Pistons,PG,5,5,12,39,56,95,87,63,5,55,97,61,90,0,71,60,72,9,62,40,32,5,10,35,66,0,84,66,79,66,46,33,6'0'',57,57,1124,1.426641773
2010,Robert Williams,81,237,31,Globetrotters,PF,2,2,11,44,44,19,29,99,88,77,36,5,97,0,60,42,54,65,37,38,33,63,74,56,61,0,47,65,20,47,69,63,6'9'',53,53,1559,1.42
2010,Kelan Martin,78,215,34,Suns,SF,3,3,12,33,38,83,55,85,1,95,81,37,83,0,54,45,54,26,44,33,33,35,39,36,64,0,56,77,59,49,47,42,6'6'',51,47,821,1.41
2011,Tevin Mack,78,210,32,Bucks,SF,3,3,11,30,36,8,16,33,85,85,81,31,59,0,70,13,61,37,40,33,19,39,14,48,55,0,52,69,56,23,48,38,6'6'',47,46,676,1.401523352
2009,Juan Dixon,75,190,25,Globetrotters,PG,5,5,3,42,54,18,24,40,12,39,69,87,75,0,77,63,37,9,67,60,39,9,29,24,38,0,65,47,78,63,45,28,6'3'',56,59,980,1.39
2010,Jerome Moiso,82,245,27,Globetrotters,C,1,1,5,49,56,25,91,16,32,81,52,5,87,0,27,27,46,62,7,10,73,57,75,88,54,0,35,62,28,28,52,76,6'10'',50,50,1402,1.379399677
2010,Benji Wilson,80,215,34,Cougars,SF,3,3,13,44,52,84,80,9,13,89,58,87,87,0,65,69,55,54,52,57,54,38,53,77,46,0,53,70,72,70,74,63,6'8'',60,57,1212,1.37
2008,Brad Daugherty,84,245,27,Hornets,C,1,1,7,51,47,3,17,61,94,100,65,5,49,0,18,41,58,79,37,75,12,29,59,56,69,0,65,83,35,39,71,59,7'0'',60,60,630,1.37
2009,Chris Washburn,83,230,29,Suns,C,1,1,8,46,48,66,74,67,93,75,71,5,22,0,68,10,24,73,28,47,37,54,77,95,62,0,72,71,38,13,61,80,6'11'',53,53,568,1.37
2011,Chandler Hutchison,79,190,35,Globetrotters,SF,3,3,13,28,32,72,6,9,46,55,80,65,58,0,48,41,43,72,49,38,46,16,81,65,42,0,72,57,72,42,59,66,6'7'',51,47,1207,1.363331065
2010,Flamingo Bob,76,195,33,Suns,SG,4,4,12,40,34,80,61,28,89,57,80,91,76,0,41,66,71,17,93,79,52,8,14,24,29,0,43,47,86,66,70,24,6'4'',60,59,2663,1.36
2009,Hedo Turkoglu,82,220,26,Cavaliers,SF,3,3,5,44,50,91,79,9,66,75,85,57,5,0,51,50,73,41,52,59,29,7,75,48,64,0,65,70,71,56,61,61,6'10'',61,61,2685,1.36
2010,Pat Riley,76,210,22,Cavaliers,SG,4,4,1,56,59,95,28,95,82,38,73,24,65,0,85,21,53,32,97,39,85,23,30,29,36,0,41,38,48,29,72,32,6'4'',42,44,2198,1.36
2008,York Gross,78,210,20,Kings,SG,4,4,1,77,83,66,61,72,92,70,69,31,34,0,67,39,51,7,45,33,55,50,37,46,21,0,25,47,50,43,36,39,6'6'',44,48,2049,1.357208071
2012,Vladimir Radmanovic,82,210,23,Oaks,SF,3,3,2,50,50,27,36,17,6,53,72,47,53,0,55,33,51,30,42,46,43,35,43,41,68,0,57,57,60,38,55,46,6'10'',47,49,1187,1.345439058
2008,Flamingo Bob,76,195,31,Pistons,SG,4,4,10,46,38,80,61,28,89,65,83,96,76,0,46,65,73,22,97,87,52,11,17,26,30,0,47,53,90,67,73,26,6'4'',64,63,3155,1.33147662
2008,Christ Koumadje,88,235,31,Kings,C,1,1,10,43,54,66,12,92,10,81,43,5,11,0,64,5,31,82,39,92,53,68,45,88,5,0,90,68,24,10,67,58,7'4'',59,59,886,1.33
2012,Gheorghe Muresan,91,319,23,Bulls,C,1,1,0,49,42,6,11,36,81,65,61,16,18,0,48,40,45,55,12,42,23,44,61,57,98,0,58,70,38,42,59,64,7'7'',61,64,386,1.3272089
2009,Mike Muscala,83,240,26,Celtics,C,1,1,4,44,60,11,86,21,24,53,53,5,85,0,15,40,63,54,28,44,45,41,94,100,47,0,39,48,29,39,51,88,6'11'',51,51,2275,1.32
2010,Igor Rakocevic,75,190,28,Bucks,PG,5,5,6,42,37,36,96,95,63,77,100,19,79,0,69,73,67,43,37,42,37,20,33,30,69,0,17,57,60,76,51,39,6'3'',54,53,1055,1.31
2011,Udoka Azubuike,84,280,33,Trailblazers,C,1,1,13,36,34,15,13,84,88,95,22,22,22,0,36,5,42,97,13,52,45,53,48,52,85,0,79,88,22,12,81,55,7'0'',58,57,2333,1.30831674
2011,Jimmy Walker,75,200,23,Pistons,SG,4,4,2,52,44,92,46,70,8,80,99,19,71,0,52,47,84,37,49,60,24,5,23,49,62,0,67,72,59,56,54,44,6'3'',58,61,2497,1.307012079
2012,Chris Washburn,83,230,32,Trailblazers,C,1,1,11,45,42,66,74,67,93,73,70,5,22,0,70,5,23,69,26,45,45,59,88,100,63,0,65,69,38,9,61,86,6'11'',54,54,459,1.300638733
2008,Rob Gray,74,190,30,Spurs,PG,5,5,10,45,32,37,38,98,34,61,88,63,84,0,58,70,63,48,64,44,78,12,37,12,74,0,50,60,76,73,75,33,6'2'',59,58,1643,1.300506474
2012,Hassani Gravett,73,185,33,Mavericks,PG,5,5,13,36,33,67,86,57,83,68,96,36,24,0,78,81,49,35,77,38,96,16,49,45,14,0,5,38,66,82,69,42,6'1'',64,63,416,1.29311058
2009,Theo Pinson,78,195,32,Globetrotters,SG,4,4,11,39,34,66,78,59,17,52,78,57,59,0,69,64,48,45,62,21,36,6,51,55,71,0,78,64,68,65,45,56,6'6'',52,51,718,1.29
2011,Phil Jackson,80,235,24,Bullets,PF,2,2,2,51,34,32,61,1,18,10,100,5,42,0,34,65,60,76,13,54,16,61,65,57,71,0,68,40,52,61,73,62,6'8'',51,53,2246,1.276079445
2009,Carsen Edwards,73,190,30,Hawks,PG,5,5,11,50,57,47,10,60,56,55,69,84,92,0,57,68,78,23,58,44,38,5,34,18,77,0,65,62,76,74,55,35,6'1'',57,57,1084,1.27
2009,Devon Hall*,77,210,33,SuperSonics,PG,5,5,10,28,30,55,6,98,74,49,85,67,21,0,64,62,81,9,73,15,51,33,22,17,46,0,32,43,76,69,60,26,6'5'',58,57,848,1.27
2009,Gary Clark,79,230,33,Mavericks,SF,3,3,11,45,46,69,50,20,81,44,68,41,6,0,58,36,46,62,83,58,30,26,72,62,43,0,92,58,54,40,70,62,6'7'',51,51,1366,1.27
2010,Ousmane Cisse,81,240,19,Cavaliers,PF,2,2,0,92,94,91,20,79,66,81,63,21,5,0,51,21,62,64,29,43,33,40,64,60,79,0,71,78,42,30,64,64,6'9'',59,65,2434,1.27
2012,Eddy Curry,84,315,21,Lakers,C,1,1,2,58,62,4,61,84,17,73,64,13,97,0,31,37,25,56,16,44,33,44,59,89,94,0,47,69,38,33,54,76,7'0'',56,60,336,1.265356717
2011,Carsen Edwards,73,190,32,Suns,PG,5,5,13,44,46,47,10,60,56,48,68,84,92,0,58,71,81,23,65,47,41,5,30,16,76,0,65,59,76,78,61,33,6'1'',58,58,2771,1.260107768
2008,Michael Young,79,220,29,Rockets,SF,3,3,6,38,40,70,47,34,71,48,78,10,52,0,87,65,78,68,66,57,6,5,68,74,77,0,5,41,44,75,68,73,6'7'',55,54,1766,1.242636331
2012,Kwame Brown,84,240,21,Hornets,C,1,1,2,57,50,12,64,34,42,80,49,5,54,0,34,22,60,69,35,52,40,50,38,35,90,0,70,79,27,28,75,46,7'0'',56,59,533,1.23620204
2009,Carlos Boozer,81,255,24,Nuggets,PF,2,2,3,47,54,51,37,50,3,76,63,5,23,0,27,37,46,51,42,14,25,28,98,72,77,0,22,60,34,36,46,81,6'9'',50,53,1229,1.23
2009,Jalen Brunson,75,205,32,Hornets,PG,5,5,11,37,28,82,33,59,70,59,96,55,5,0,72,70,70,27,58,5,72,30,19,27,61,0,74,64,76,75,60,31,6'3'',59,58,1285,1.23
2008,Joe Fulks,79,225,32,SuperSonics,PF,2,2,12,41,40,38,100,89,39,53,65,37,29,0,44,24,43,75,55,62,47,18,86,71,78,0,96,71,51,28,71,76,6'7'',51,50,862,1.23
2011,George McCloud,78,200,22,Bullets,SF,3,3,0,82,84,1,22,22,18,55,99,68,26,0,36,40,49,35,31,42,38,26,45,47,62,0,62,58,84,41,47,49,6'6'',49,54,2167,1.217997798
2008,O'Shae Brissett,80,215,28,Pacers,SF,3,3,8,47,52,94,33,90,11,44,82,60,56,0,60,41,51,59,47,37,64,32,90,100,16,0,30,34,71,46,62,81,6'8'',53,53,598,1.216907745
2008,Alex Schmidt,75,189,26,Bucks,PG,5,5,4,48,34,58,24,100,14,59,89,65,61,0,69,66,68,14,62,41,81,43,28,38,41,0,60,56,77,71,70,36,6'3'',60,59,723,1.211320505
2011,Mookie Blaylock,73,190,21,SuperSonics,PG,5,5,0,81,83,93,77,5,43,44,72,78,21,0,67,69,62,25,98,51,90,6,12,17,46,0,54,47,75,72,80,22,6'1'',61,67,3172,1.184815999
2009,Ayo Dosunmu,77,160,27,Grizzlies,PG,5,5,9,46,46,64,39,3,95,52,77,85,10,0,64,79,52,56,53,47,58,7,13,15,78,0,75,64,81,78,59,26,6'5'',59,59,2806,1.18
2010,Chris Mihm,84,265,27,Clippers,C,1,1,6,49,56,31,39,64,43,65,60,5,51,0,9,21,36,64,6,7,11,66,80,73,69,0,20,52,32,20,51,73,7'0'',45,45,1214,1.18
2010,Speedy Claxton,71,165,28,Pacers,PG,5,5,6,48,28,3,90,69,19,41,68,13,11,0,78,79,75,59,64,59,8,5,50,48,78,0,5,38,40,85,57,55,5'11'',51,50,760,1.18
2011,Kwame Brown,84,240,20,Hornets,C,1,1,1,63,57,12,64,34,42,84,51,5,54,0,37,26,62,68,32,49,38,50,32,32,93,0,67,81,28,32,73,43,7'0'',57,60,441,1.163755416
2010,Robert Covington,81,225,27,Pistons,SF,3,3,5,43,52,41,83,58,36,49,74,60,95,0,49,39,64,61,78,31,59,53,45,70,47,0,51,49,67,45,82,57,6'9'',55,55,1530,1.16
2008,Donald Hodge,84,225,20,Celtics,C,1,1,0,65,84,30,25,99,54,52,52,5,45,0,66,26,45,46,16,37,29,29,45,55,54,0,46,51,28,31,40,51,7'0'',42,46,1498,1.15
2011,Jesse Iba,85,237,22,Suns,C,1,1,0,75,99,99,85,32,6,52,55,23,75,0,53,53,43,73,31,20,19,35,61,55,79,0,42,54,39,54,58,60,7'1'',48,53,2202,1.145215058
2008,Bison Dele,82,235,21,Kings,PF,2,2,0,82,92,46,1,9,2,79,73,20,11,0,56,16,77,79,26,60,13,18,53,61,87,0,47,71,46,29,64,63,6'10'',58,64,2547,1.14
2008,Renato Vaught,79,217,26,Nuggets,PF,2,2,4,48,60,62,3,78,24,48,72,31,62,0,9,54,38,54,5,50,63,80,63,62,62,0,62,55,52,43,64,61,6'7'',45,45,1558,1.14
2010,York Gross,78,210,22,Kings,SG,4,4,3,62,56,66,61,72,92,65,72,42,34,0,66,35,51,7,35,31,59,43,36,45,20,0,25,44,57,40,32,38,6'6'',44,46,2361,1.13
2009,Daniel Giddens,83,260,30,Heat,C,1,1,10,36,42,78,22,89,17,41,38,5,35,0,24,25,31,84,29,64,15,71,48,66,75,0,97,65,22,24,82,59,6'11'',47,47,2089,1.12
2009,Ian Miller,72,190,34,Suns,PG,5,5,12,38,52,97,5,10,32,87,79,5,18,0,57,73,65,7,74,28,79,10,23,35,57,0,42,68,42,76,63,36,6'0'',54,51,842,1.12
2010,Pau Gasol,85,225,21,Cougars,C,1,1,0,80,78,1,18,65,13,63,80,35,47,0,44,34,66,32,26,36,61,44,30,58,81,0,51,63,58,40,52,52,7'1'',52,56,2078,1.116689794
2010,Desean Murray,75,230,29,Jazz,C,1,1,10,46,38,10,38,16,5,20,81,50,88,0,62,37,69,37,46,50,76,47,84,98,99,0,63,49,66,44,64,92,6'3'',55,54,448,1.11
2009,Michael Olowokandi,84,270,29,Lakers,C,1,1,6,37,34,15,10,74,85,66,47,5,9,0,27,18,44,74,40,42,23,63,62,63,69,0,36,58,26,21,73,63,7'0'',50,49,1122,1.11
2011,Ayo Dosunmu,77,160,29,Knicks,PG,5,5,11,47,36,64,39,3,95,55,76,86,10,0,67,76,52,60,53,44,59,5,8,24,77,0,73,65,81,76,58,28,6'5'',59,58,1392,1.10973628
2009,Anthony Bennett,80,255,24,Raptors,PF,2,2,4,46,50,47,17,80,47,97,68,67,91,0,74,43,13,55,59,25,22,14,51,91,75,0,5,65,68,40,38,71,6'8'',54,57,592,1.1
2011,Will Solomon,73,170,23,SuperSonics,PG,5,5,1,63,54,89,90,97,19,40,80,26,64,0,64,79,64,22,59,54,63,12,12,32,36,0,46,41,53,80,63,27,6'1'',51,54,1874,1.092753544
2012,Cuttino Mobley,77,190,32,Magic,SG,4,4,9,44,52,5,87,98,37,96,95,50,79,0,62,43,57,45,62,21,73,13,9,33,82,0,43,77,72,47,63,33,6'5'',59,59,281,1.082954585
2009,Joe Fulks,79,225,33,Magic,PF,2,2,13,42,44,38,100,89,39,56,66,36,29,0,44,28,40,73,59,63,49,19,91,73,78,0,91,71,51,31,71,78,6'7'',52,52,1881,1.08
2008,Steve Smith,79,200,22,SuperSonics,SG,4,4,0,72,75,99,28,85,25,58,90,51,89,0,46,63,56,26,61,29,31,5,25,56,63,0,76,64,70,63,41,46,6'7'',52,56,1780,1.076768318
2011,Tyson Chandler,85,225,20,SuperSonics,C,1,1,1,77,74,29,62,16,44,57,62,5,96,0,48,32,46,65,29,56,35,86,34,27,58,0,79,64,34,35,77,35,7'1'',49,52,2746,1.07595507
2011,Rob Gray,74,190,33,Globetrotters,PG,5,5,13,39,39,37,38,98,34,52,83,62,84,0,61,65,63,49,64,41,76,5,30,7,71,0,46,54,72,67,72,27,6'2'',56,55,1133,1.064884347
2008,Igor Rakocevic,75,190,26,Trailblazers,PG,5,5,4,47,53,36,96,95,63,78,98,13,79,0,68,73,61,44,39,41,30,11,40,31,71,0,18,59,56,75,45,42,6'3'',52,52,708,1.062094459
2010,Erik Saperstein,77,200,30,Spurs,SG,4,4,7,38,20,75,53,30,90,61,83,75,83,0,81,43,50,27,48,48,65,8,8,33,43,0,72,61,79,49,50,27,6'5'',53,50,1919,1.06
2008,Barry Obama,73,165,35,Hawks,PG,5,5,14,40,43,0,22,42,70,67,83,46,83,0,89,84,26,22,70,45,48,31,45,42,45,0,47,57,64,81,51,43,6'1'',61,58,319,1.059134295
2011,Otto Moore,83,210,23,Rockets,C,1,1,2,48,68,9,34,13,96,41,100,38,50,0,60,15,32,56,5,50,8,59,66,64,70,0,51,50,69,19,55,64,6'11'',46,49,617,1.051044081
2009,Chris Porter,79,220,27,Hornets,SF,3,3,5,55,59,93,10,56,86,80,88,27,88,0,74,35,51,66,28,56,15,60,57,81,44,0,55,65,58,41,61,66,6'7'',53,53,687,1.05
