Year,Name,Height,Weight,Age,Team,DefaultPosition,OriginalPosition,PositionNumber,Experience,Potential,KnownPotential,Greed,Happiness,Loyalty,Winner,InsideScoring,JumpShot,ThreePointShot,Scoring,OutsideScoring,Handling,Passing,Quickness,PostDefense,PerimeterDefense,DriveDefense,Stealing,ShotBlocking,OffenseRebound,DefenseRebound,Strength,Stamina,Jumping,RatingInsideScoring,RatingOutsideScoring,RatingHandling,RatingDefense,RatingRebounding,DisplayHeight,CurrentRating,FutureRating,Minutes,Winshares,WS48
2011,Tyson Chandler,85,225,20,SuperSonics,C,1,1,1,77,74,29,62,16,44,57,62,5,96,0,48,32,46,65,29,56,35,86,34,27,58,0,79,64,34,35,77,35,7'1'',49,52,2746,1.07595507,0.018807663
2010,Myron Brown,75,180,24,Cavaliers,PG,5,5,2,53,75,38,11,98,90,59,75,11,5,0,78,61,69,23,77,52,60,11,23,23,46,0,58,56,43,68,72,29,6'3'',53,57,2578,1,0.018619085
2011,Jarron Collins,82,255,21,Suns,C,1,1,1,49,48,54,17,83,77,59,49,5,22,0,42,32,45,56,29,42,32,46,83,67,75,0,60,63,27,34,61,73,6'10'',50,53,2285,0.880425898,0.018494723
2008,Hedo Turkoglu,82,220,25,Cavaliers,SF,3,3,4,49,53,91,79,9,66,73,84,53,5,0,50,46,72,41,50,56,32,8,70,49,61,0,64,68,68,52,60,59,6'10'',59,62,1909,0.714716566,0.017970872
2011,Mookie Blaylock,73,190,21,SuperSonics,PG,5,5,0,81,83,93,77,5,43,44,72,78,21,0,67,69,62,25,98,51,90,6,12,17,46,0,54,47,75,72,80,22,6'1'',61,67,3172,1.184815999,0.01792912
2010,Omar Cook,73,190,20,Suns,PG,5,5,0,67,63,15,96,99,81,47,75,38,58,0,68,58,81,18,55,37,38,13,31,23,57,0,67,55,56,66,53,34,6'1'',52,56,1295,0.46,0.017050193
2008,Dirk Nowitzki,84,250,25,Pistons,PF,2,2,5,44,54,22,59,34,71,86,80,72,44,0,56,19,50,36,42,47,5,15,43,40,59,0,42,67,76,26,38,44,7'0'',50,53,2221,0.78,0.016857271
2009,Peyton Siva,73,180,27,Bullets,PG,5,5,4,52,48,45,9,41,8,67,84,69,92,0,58,88,43,18,63,55,60,20,22,42,71,0,15,52,76,84,58,39,6'1'',61,61,2400,0.84,0.0168
2008,Greg Anthony,74,190,23,Bulls,PG,5,5,0,86,62,55,96,25,28,46,67,16,6,0,82,76,62,12,72,39,73,20,14,26,50,0,39,45,42,80,66,27,6'2'',52,56,1802,0.611752107,0.016295284
2008,Steve Hood,79,190,21,Celtics,SF,3,3,0,68,72,26,3,67,30,56,74,35,45,0,42,42,52,31,65,41,29,26,26,63,58,0,58,57,54,44,54,49,6'7'',45,48,1163,0.353077788,0.014572428
2009,Jamal Sampson,85,240,22,Rockets,C,1,1,3,53,58,3,33,28,70,57,68,5,49,0,52,31,56,59,12,32,12,56,72,85,60,0,71,62,36,38,53,75,7'1'',54,57,2563,0.59,0.011049551
2009,Steve Hood,79,190,22,Celtics,SF,3,3,1,63,52,26,3,67,30,62,79,38,45,0,49,38,54,36,66,44,27,28,27,67,61,0,56,60,58,42,59,51,6'7'',48,50,1571,0.35,0.010693826
2011,Omar Cook,73,190,21,Suns,PG,5,5,1,61,52,15,96,99,81,50,80,41,58,0,72,56,82,24,56,33,35,16,28,28,55,0,69,57,60,66,54,35,6'1'',54,57,1307,0.279142859,0.010251612
2010,Edgar Jones,77,200,30,Rockets,SG,4,4,8,46,46,20,45,93,21,42,93,86,18,0,63,16,54,13,46,42,60,7,10,38,45,0,62,49,90,24,42,30,6'5'',48,48,2178,0.45,0.009917355
2010,Stanley Roberts,84,295,23,Suns,C,1,1,2,47,54,26,7,1,28,75,52,5,34,0,33,23,44,57,27,40,15,11,62,59,70,0,36,62,28,26,44,61,7'0'',48,50,2052,0.406757902,0.009514805
2009,Doug Smith,82,235,23,Cavaliers,PF,2,2,1,64,64,51,74,6,76,77,75,5,5,0,35,18,63,70,35,44,57,16,60,40,39,0,65,66,40,26,52,48,6'10'',52,56,2042,0.4,0.009402547
2011,Jamison Brewer,76,180,21,Cougars,SG,4,4,1,60,63,9,83,49,84,52,77,30,67,0,48,29,69,31,49,44,50,23,34,30,57,0,89,64,54,37,57,37,6'4'',47,50,2000,0.385687339,0.009256496
2011,Gary Leonard,85,255,22,Cougars,C,1,1,0,65,71,77,21,15,79,49,59,14,84,0,41,33,45,65,25,41,33,48,66,82,73,0,51,54,36,35,64,73,7'1'',52,56,2061,0.345627621,0.008049552
2009,Kevin Brooks,80,210,23,Cavaliers,SF,3,3,1,65,48,49,4,12,4,53,81,40,18,0,86,41,57,40,28,70,6,17,28,34,71,0,90,68,60,48,49,39,6'8'',50,53,2492,0.41,0.007897271
2008,Rudy Gobert,85,240,24,Hawks,C,1,1,3,45,54,58,34,75,86,66,30,5,42,0,45,41,37,89,15,21,13,81,79,78,69,0,47,61,18,40,71,75,7'1'',51,54,2078,0.33,0.007622714
2011,Pau Gasol,85,230,22,Cougars,C,1,1,1,71,67,1,18,65,13,85,78,35,47,0,40,36,66,31,24,43,58,39,25,59,85,0,49,74,56,41,53,51,7'1'',55,59,2224,0.264376994,0.005705978
2009,Meadowlark Lemon,75,195,33,Spurs,SG,4,4,12,35,43,29,59,88,7,63,70,52,94,0,70,83,48,55,86,90,50,53,51,48,54,0,73,64,61,82,85,50,6'3'',59,59,2951,0.35,0.005692985
2008,Doc Rivers,76,185,23,Kings,PG,5,5,1,62,51,20,34,46,10,55,87,19,84,0,53,61,76,18,65,49,56,15,40,18,53,0,62,57,53,66,66,34,6'4'',53,56,1833,0.214907171,0.005627684
2010,Peyton Siva,73,180,28,Celtics,PG,5,5,5,46,42,45,9,41,8,64,80,68,92,0,58,88,44,15,59,53,57,20,21,44,70,0,14,50,74,85,53,40,6'1'',59,59,1232,0.13,0.005064935
2011,Mehmet Okur,82,280,23,Kings,C,1,1,1,40,42,18,77,35,89,59,60,15,58,0,39,18,47,52,26,37,41,44,58,55,97,0,60,67,38,23,60,62,6'10'',53,56,1385,0.141587515,0.004907004
2010,Joe Johnson,81,230,21,Kings,SF,3,3,0,53,24,53,97,6,45,63,85,55,26,0,41,32,49,34,38,38,66,32,25,39,42,0,62,58,70,35,53,35,6'9'',48,49,2004,0.19,0.004550898
2011,Joseph Forte,76,190,21,Suns,SG,4,4,1,61,54,89,67,53,89,58,92,49,68,0,38,10,83,38,57,51,56,20,15,10,37,0,64,56,70,23,67,19,6'4'',52,55,2574,0.190538058,0.003553157
2011,JR Reid,81,255,21,Cougars,PF,2,2,0,66,67,35,75,63,65,72,62,5,88,0,28,40,49,54,34,36,32,29,83,78,93,0,48,69,34,39,53,81,6'9'',54,58,2093,0.130688554,0.002997157
2008,Jamaal Franklin,77,190,25,Cavaliers,SG,4,4,3,49,44,58,19,46,7,64,68,62,88,0,56,64,48,39,52,49,66,24,60,55,51,0,45,56,65,64,60,56,6'5'',52,55,1631,0.086486706,0.002545286
2008,Darrian Ringo,74,175,28,Warriors,PG,5,5,9,44,62,88,48,82,8,36,76,62,42,0,69,77,66,39,89,81,50,29,15,30,46,0,71,48,69,80,87,29,6'2'',60,61,1498,0.024077991,0.000771524
2010,Jason Richardson,78,220,20,Pistons,SG,4,4,0,68,68,58,40,81,0,55,87,7,22,0,58,31,60,29,51,42,48,8,17,24,43,0,97,65,47,38,49,26,6'6'',44,47,1552,-0.01,-0.000309278
2008,Michael Olowokandi,84,270,28,Lakers,C,1,1,5,39,46,15,10,74,85,66,48,5,9,0,28,20,45,78,45,44,25,61,63,62,71,0,36,58,26,23,77,63,7'0'',51,51,1391,-0.01,-0.000345075
2008,Terrell Brandon,72,175,21,Pistons,PG,5,5,0,78,62,58,41,40,55,60,91,40,36,0,58,67,65,14,45,27,22,27,32,43,43,0,85,64,66,71,35,40,6'0'',49,52,2042,-0.053991127,-0.001269135
2011,Jason Richardson,78,220,21,Pistons,SG,4,4,1,62,66,58,40,81,0,60,87,11,22,0,63,36,61,31,50,49,45,5,19,27,41,0,95,67,49,43,50,28,6'6'',46,49,1401,-0.064428104,-0.002207387
2011,Tom Piotrowski,85,315,27,Magic,C,1,1,4,46,59,32,69,1,71,66,31,5,20,0,24,31,49,75,14,21,43,41,73,79,98,0,35,63,18,32,63,78,7'1'',58,58,1466,-0.082901227,-0.002714365
2010,Jimmy Walker,75,200,22,Pistons,SG,4,4,1,59,52,92,46,70,8,77,94,19,71,0,48,44,79,35,46,58,19,5,21,45,62,0,63,70,56,52,50,41,6'3'',54,57,2066,-0.13,-0.003020329
2009,Robert Pack,74,190,22,Raptors,PG,5,5,1,84,78,77,91,26,70,46,76,34,11,0,56,68,59,20,55,67,29,100,20,27,21,0,48,42,55,70,52,25,6'2'',48,51,1229,-0.08,-0.003124491
2009,Jimmy Walker,75,200,21,Nuggets,SG,4,4,0,66,66,92,46,70,8,77,91,15,71,0,45,45,79,30,46,58,15,5,19,43,65,0,63,70,53,52,47,40,6'3'',52,56,1933,-0.16,-0.003973099
2010,Doc Rivers,76,185,25,Kings,PG,5,5,3,52,55,20,34,46,10,62,88,19,84,0,54,67,71,16,64,50,52,8,37,11,53,0,61,60,54,71,60,29,6'4'',53,56,1216,-0.11,-0.004342105
2011,Dajuan Wagner,75,210,24,Spurs,PG,5,5,5,47,57,85,33,26,99,80,81,58,35,0,50,52,24,17,99,88,58,15,16,22,81,0,49,71,70,48,64,29,6'3'',60,63,2473,-0.224198996,-0.004351618
2011,Trenton Hassell,78,205,22,Spurs,SG,4,4,1,44,40,19,12,47,56,49,86,58,88,0,57,44,50,34,53,52,55,21,33,35,34,0,59,49,72,47,53,35,6'6'',48,49,2269,-0.210110243,-0.004444818
2010,Richard Jefferson,80,215,21,Celtics,SF,3,3,0,55,53,16,21,10,53,60,81,14,20,0,29,28,51,37,78,40,45,47,43,43,59,0,84,67,48,30,67,46,6'8'',48,50,2371,-0.22,-0.004453817
2010,Ian Miller,72,190,35,Spurs,PG,5,5,13,30,42,97,5,10,32,85,81,5,18,0,57,69,63,5,75,30,78,12,23,30,52,0,42,66,43,72,62,32,6'0'',53,50,1335,-0.13,-0.004674157
2011,Richard Jefferson,80,215,22,Celtics,SF,3,3,1,51,62,16,21,10,53,56,78,19,20,0,30,32,51,37,79,39,46,48,43,44,57,0,88,66,48,33,67,46,6'8'',48,51,2193,-0.246320345,-0.005391417
2008,Von McDade,76,185,20,Wizards,SG,4,4,0,60,51,81,73,76,30,45,84,44,75,0,42,38,62,16,48,46,48,32,25,54,29,0,91,56,64,43,45,41,6'4'',46,48,2355,-0.312833772,-0.00637623
2011,Vladimir Radmanovic,82,210,22,Cougars,SF,3,3,1,49,52,27,36,17,6,55,73,51,53,0,53,35,49,32,41,44,44,31,43,38,69,0,56,58,62,40,53,45,6'10'',47,49,1854,-0.261392466,-0.006767442
2011,Darius Bazley,81,200,29,Rockets,PF,2,2,11,47,34,51,97,61,54,34,67,40,22,0,46,48,41,71,45,96,28,30,96,38,75,0,77,55,54,47,73,64,6'9'',50,49,2249,-0.320393061,-0.006838091
2008,Darrell Lockhart,81,265,23,Celtics,C,1,1,1,57,49,20,40,20,65,61,51,5,50,0,34,14,52,70,22,50,26,30,66,57,75,0,33,55,28,20,62,63,6'9'',48,50,1427,-0.21,-0.00706377
2011,Rick Adelman,73,195,22,Spurs,PG,5,5,2,43,34,54,3,34,10,43,86,33,55,0,67,52,61,16,35,47,36,23,34,24,31,0,47,42,60,56,39,30,6'1'',45,46,2208,-0.382397227,-0.008312983
2008,Leo Rautins,80,215,23,Kings,SF,3,3,1,52,42,78,44,31,81,61,52,28,81,0,60,66,51,23,61,44,30,9,42,40,53,0,44,54,40,67,45,43,6'8'',42,44,1606,-0.279653348,-0.008358257
2008,Tom Piotrowski,85,315,24,Rockets,C,1,1,1,47,57,32,69,1,71,60,34,5,20,0,29,42,47,77,21,33,41,41,69,66,99,0,34,60,20,40,68,71,7'1'',57,60,2178,-0.44,-0.00969697
2009,Pat Riley,76,210,21,Cavaliers,SG,4,4,0,63,70,95,28,95,82,42,71,23,65,0,82,26,54,36,95,35,82,20,35,34,36,0,40,40,47,34,72,36,6'4'',42,45,1449,-0.32,-0.010600414
2010,Vladimir Radmanovic,82,210,21,Cougars,SF,3,3,0,55,50,27,36,17,6,55,76,51,53,0,54,37,51,30,41,44,48,30,39,34,70,0,55,58,64,42,54,42,6'10'',48,50,2229,-0.567523847,-0.01222124
2011,Nick Anderson,78,230,21,Cougars,SG,4,4,0,67,56,60,42,100,14,53,68,32,42,0,31,40,41,29,74,47,73,51,39,36,43,0,63,54,50,38,66,38,6'6'',45,47,2314,-0.723004118,-0.014997493
2008,Peyton Siva,73,180,26,Rockets,PG,5,5,3,49,60,45,9,41,8,68,80,69,92,0,58,85,43,13,66,54,59,19,21,45,71,0,15,53,74,82,56,40,6'1'',60,60,1635,-0.584552255,-0.017161167
2008,Kevin Brooks,80,210,22,Cavaliers,SF,3,3,0,73,62,49,4,12,4,52,83,43,18,0,81,45,56,34,33,67,10,17,30,31,68,0,93,67,63,51,48,37,6'8'',50,54,2328,-0.912331007,-0.018810949
2009,Myron Brown,75,180,23,Cavaliers,PG,5,5,1,60,74,38,11,98,90,57,71,10,5,0,72,61,70,20,67,44,54,5,27,18,44,0,55,54,40,68,61,28,6'3'',50,54,2514,-1.09,-0.020811456
2009,Randy Breuer,87,260,24,Cavaliers,C,1,1,2,47,57,58,93,30,16,67,44,5,24,0,51,17,56,66,18,42,11,27,70,48,72,0,44,61,24,26,53,60,7'3'',52,55,1223,-0.57,-0.022371218
2009,Doc Rivers,76,185,24,Kings,PG,5,5,2,56,58,20,34,46,10,59,90,16,84,0,50,62,72,18,64,52,55,11,35,15,52,0,60,58,53,66,64,30,6'4'',52,55,1669,-0.78,-0.022432594
2008,Myron Brown,75,180,22,Cavaliers,PG,5,5,0,65,65,38,11,98,90,61,75,14,5,0,67,57,72,17,65,42,56,5,28,20,46,0,54,56,44,64,59,29,6'3'',50,54,2684,-1.3710222,-0.024519026
2009,Russell Cross,82,215,23,Rockets,C,1,1,2,49,68,4,81,34,19,75,50,5,12,0,57,31,86,78,28,52,81,17,43,56,42,0,71,67,28,44,56,51,6'10'',52,56,2265,-1.24,-0.026278146
2011,Tim Hardaway,72,175,22,Kings,PG,5,5,0,55,60,62,79,62,73,72,77,34,37,0,76,55,67,22,56,43,80,13,10,16,43,0,37,56,56,62,66,20,6'0'',54,57,1406,-0.842864727,-0.028774898
2009,Marcus Haislip,82,235,25,Cavaliers,PF,2,2,3,28,15,28,77,65,24,81,68,21,93,0,9,27,50,29,24,66,7,25,92,47,50,0,49,65,44,27,37,63,6'10'',47,47,1615,-1.06,-0.031504644
2010,Jamison Brewer,76,180,20,Cougars,SG,4,4,0,66,64,9,83,49,84,48,74,33,67,0,49,24,72,28,48,48,47,24,34,31,55,0,86,61,54,34,57,38,6'4'',46,49,2083,-1.49,-0.034335094
2008,Jannero Pargo,72,170,25,Heat,PG,5,5,2,41,28,20,31,37,57,39,68,60,74,0,49,84,50,20,45,58,34,9,8,22,24,0,51,40,64,79,39,19,6'0'',48,49,1565,-1.235999907,-0.037909262
2009,Danny Hinkle,79,229,20,Wizards,SF,3,3,0,61,76,82,41,80,41,46,70,46,80,0,38,64,55,41,20,20,24,27,49,33,62,0,93,63,58,61,38,44,6'7'',46,49,1298,-1.07,-0.039568567
2010,Rick Roberson,81,235,23,Cougars,PF,2,2,1,45,45,87,44,44,15,72,65,5,24,0,56,28,36,60,68,46,46,29,67,49,64,0,64,68,35,31,59,57,6'9'',49,51,1807,-1.73716394,-0.046144919
2008,Dawson Augmon,82,241,28,Cavaliers,PF,2,2,9,60,65,27,50,47,39,39,44,10,13,0,12,30,54,19,47,46,25,66,100,63,96,0,64,58,27,30,58,80,6'10'',49,50,1905,-2.06,-0.051905512
2011,Marvin Gruenig,79,241,22,Rockets,SF,3,3,1,42,52,48,11,76,38,52,62,28,72,0,32,51,58,42,14,22,53,32,16,38,59,0,68,58,45,50,47,34,6'7'',42,44,1886,-2.109875575,-0.053697788
2008,Dominic Outlaw,74,198,22,Celtics,PG,5,5,0,50,40,76,12,55,70,61,63,57,43,0,35,59,82,21,54,45,69,41,29,20,38,0,56,55,60,62,71,29,6'2'',52,54,2434,-3.843732446,-0.075800804
2010,Marvin Gruenig,79,241,21,Rockets,SF,3,3,0,43,44,48,11,76,38,53,60,28,72,0,31,50,61,41,12,23,48,34,15,36,61,0,69,59,44,50,47,34,6'7'',42,44,2505,-4.1,-0.078562874
2011,Tristan Moore,79,211,23,Rockets,SF,3,3,1,62,60,6,56,44,42,60,46,23,84,0,53,60,57,31,47,16,41,31,13,21,45,0,49,54,34,62,43,24,6'7'',37,39,1546,-3.514836134,-0.109128159
